,country,Code_x,year,mortality,increase_mort,Code_y,smoke_prev,increse_smoke,CO,CO_mean,uplift_CO,O3,O3_mean,uplift_O3,PM,PM_mean,uplift_PM,Family,Freedom,Generosity,Region,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Dystopia Residual
234,El Salvador,SLV,2017,23.34,-0.28000000000000114,,,,0.208602246,0.213934655,-0.011481141,0.0522103805433647,0.052115458043150376,0.0003966499932196027,2.38645e-08,2.54536e-08,-1.986200000000003e-09,1.18212509155273,0.432452529668808,0.0782579854130745,,6.00299978256226,0.909784495830536,0.596018552780151,0.0899809598922729,2.7145938873291
235,El Salvador,SLV,2018,23.13,-0.21000000000000085,SLV,8.300000190734863,-1.1999998092651367,0.211556901,0.213934655,0.0029546550000000005,0.0534979297046932,0.052115458043150376,0.0012875491613284981,2.56246e-08,2.54536e-08,1.7601000000000026e-09,,0.461,0.065,,6.167,0.806,0.639,0.082,
236,England,,2015,36.12,,,,,,,,,,,,,,,,,,,,,,
237,England,,2016,35.87,-0.25,,,,,,,,,,,,,,,,,,,,,
238,England,,2017,35.57,-0.29999999999999716,,,,,,,,,,,,,,,,,,,,,
239,England,,2018,35.71,0.14000000000000057,,,,,,,,,,,,,,,,,,,,,
240,Equatorial Guinea,GNQ,2015,43.8,,,,,0.17280917,0.17377127074999998,,0.0458431582030937,0.04581401116461235,,2.43386e-08,2.3048224999999998e-08,,,,,,,,,,
241,Equatorial Guinea,GNQ,2016,43.72,-0.0799999999999983,,,,0.174330138,0.17377127074999998,0.0015209679999999837,0.0450451788836603,0.04581401116461235,-0.0007979793194333937,2.36257e-08,2.3048224999999998e-08,-7.128999999999991e-10,,,,,,,,,
242,Equatorial Guinea,GNQ,2017,43.5,-0.21999999999999886,,,,0.175002618,0.17377127074999998,0.0006724800000000031,0.0457883055398055,0.04581401116461235,0.0007431266561451974,2.24856e-08,2.3048224999999998e-08,-1.140100000000001e-09,,,,,,,,,
243,Equatorial Guinea,GNQ,2018,43.28,-0.21999999999999886,,,,0.172943157,0.17377127074999998,-0.0020594610000000124,0.0465794020318899,0.04581401116461235,0.0007910964920843991,2.1743e-08,2.3048224999999998e-08,-7.42599999999997e-10,,,,,,,,,
244,Eritrea,ERI,2015,53.03,,ERI,8.699999809265137,,0.143061467,0.172238894,,0.0559522771911392,0.0569145667959014,,2.33295e-08,2.5678050000000003e-08,,,,,,,,,,
245,Eritrea,ERI,2016,52.24,-0.7899999999999991,,,,0.147108288,0.172238894,0.004046821000000006,0.054903638827622,0.0569145667959014,-0.0010486383635172,2.31512e-08,2.5678050000000003e-08,-1.7829999999999968e-10,,,,,,,,,
246,Eritrea,ERI,2017,51.34,-0.8999999999999986,,,,0.200783036,0.172238894,0.053674747999999994,0.0583498564602818,0.0569145667959014,0.003446217632659794,2.96464e-08,2.5678050000000003e-08,6.4952000000000005e-09,,,,,,,,,
247,Eritrea,ERI,2018,50.63,-0.7100000000000009,ERI,7.699999809265137,-1.0,0.198002785,0.172238894,-0.0027802510000000114,0.0584524947045626,0.0569145667959014,0.00010263824428080603,2.65851e-08,2.5678050000000003e-08,-3.0612999999999998e-09,,,,,,,,,
248,Estonia,EST,2015,10.78,,EST,33.29999923706055,,0.151172947,0.1482462065,,0.0547101994406716,0.054576248543899725,,8.90205e-09,8.85197e-09,,1.22791,0.44888,0.0868,Central and Eastern Europe,5.429,1.15174,0.77361,0.15184,1.58782
249,Estonia,EST,2016,10.88,0.10000000000000142,,,,0.152157042,0.1482462065,0.0009840949999999904,0.052580799802599,0.054576248543899725,-0.002129399638072599,8.99429e-09,8.85197e-09,9.22400000000005e-11,1.05163,0.41511,0.08423,Central and Eastern Europe,5.517,1.27964,0.68098,0.18519,1.81985
250,Estonia,EST,2017,10.65,-0.23000000000000043,,,,0.142407112,0.1482462065,-0.00974992999999999,0.0555702885485483,0.054576248543899725,0.002989488745949301,8.19209e-09,8.85197e-09,-8.022000000000004e-10,1.47667109966278,0.479131430387497,0.0988908112049103,,5.61100006103516,1.32087934017181,0.695168316364288,0.183248922228813,1.35750865936279
251,Estonia,EST,2018,10.46,-0.1899999999999995,EST,30.5,-2.799999237060547,0.147247725,0.1482462065,0.004840612999999994,0.05544370638378,0.054576248543899725,-0.0001265821647682963,9.31945e-09,8.85197e-09,1.1273599999999997e-09,,0.553,0.086,,5.739,1.2,0.737,0.174,
252,Eswatini,SWZ,2015,71.62,,SWZ,9.800000190734863,,0.242712827,0.23589259875,,0.0471976439567702,0.047423027337447604,,2.39895e-08,2.3468175e-08,,,,,,,,,,
253,Eswatini,SWZ,2016,69.7,-1.9200000000000017,,,,0.22433308,0.23589259875,-0.018379747000000002,0.0472751628882904,0.047423027337447604,7.75189315201999e-05,2.17914e-08,2.3468175e-08,-2.1980999999999997e-09,,,,,,,,,
254,Eswatini,SWZ,2017,67.96,-1.740000000000009,,,,0.231634771,0.23589259875,0.007301690999999999,0.0477077453889777,0.047423027337447604,0.000432582500687298,2.29521e-08,2.3468175e-08,1.1607e-09,,,,,,,,,
255,Eswatini,SWZ,2018,66.56,-1.3999999999999915,SWZ,9.300000190734863,-0.5,0.244889717,0.23589259875,0.013254946000000017,0.0475115571157521,0.047423027337447604,-0.00019618827322560178,2.51397e-08,2.3468175e-08,2.1875999999999977e-09,,,,,,,,,
256,Ethiopia,ETH,2015,40.66,,ETH,5.5,,0.283855337,0.28809180575,,0.0457727429037135,0.04552247715962157,,3.21668e-08,3.230445e-08,,0.60406,0.4345,0.24325,Sub-Saharan Africa,4.512,0.19073,0.44055,0.15048,2.44876
257,Ethiopia,ETH,2016,39.9,-0.759999999999998,,,,0.289407386,0.28809180575,0.005552049000000003,0.0451771428209137,0.04552247715962157,-0.0005956000827997965,3.23479e-08,3.230445e-08,1.810999999999989e-10,0.37932,0.36703,0.29522,Sub-Saharan Africa,4.508,0.29283,0.34578,0.1717,2.65614
258,Ethiopia,ETH,2017,39.31,-0.5899999999999963,,,,0.290123559,0.28809180575,0.0007161729999999866,0.0451591824918506,0.04552247715962157,-1.7960329063100577e-05,3.23383e-08,3.230445e-08,-9.600000000002945e-12,0.86466920375824,0.408842742443085,0.312650740146637,,4.46000003814697,0.339233845472336,0.353409707546234,0.165455713868141,2.01574373245239
259,Ethiopia,ETH,2018,38.88,-0.4299999999999997,ETH,5.199999809265137,-0.3000001907348633,0.288980941,0.28809180575,-0.0011426179999999841,0.0459808404220085,0.04552247715962157,0.0008216579301578986,3.23648e-08,3.230445e-08,2.650000000000358e-11,,0.452,0.22,,4.35,0.308,0.391,0.146,
260,Europe & Central Asia (WB),,2015,23.52,,,,,,,,,,,,,,,,,,,,,,
261,Europe & Central Asia (WB),,2016,23.19,-0.3299999999999983,,,,,,,,,,,,,,,,,,,,,
262,Europe & Central Asia (WB),,2017,22.98,-0.21000000000000085,,,,,,,,,,,,,,,,,,,,,
263,Europe & Central Asia (WB),,2018,22.82,-0.16000000000000014,,,,,,,,,,,,,,,,,,,,,
264,European Region (WHO),,2015,23.47,,,,,,,,,,,,,,,,,,,,,,
265,European Region (WHO),,2016,23.14,-0.3299999999999983,,,,,,,,,,,,,,,,,,,,,
266,European Region (WHO),,2017,22.93,-0.21000000000000085,,,,,,,,,,,,,,,,,,,,,
267,European Region (WHO),,2018,22.77,-0.16000000000000014,,,,,,,,,,,,,,,,,,,,,
268,Fiji,FJI,2015,75.7,,FJI,25.100000381469727,,0.058333017,0.0594980835,,0.0464829780108711,0.046411837108375376,,6.14518e-09,6.354525e-09,,,,,,,,,,
269,Fiji,FJI,2016,75.29,-0.4099999999999966,,,,0.060012867,0.0594980835,0.0016798499999999966,0.0442117414489886,0.046411837108375376,-0.002271236561882495,6.19517e-09,6.354525e-09,4.998999999999974e-11,,,,,,,,,
270,Fiji,FJI,2017,75.06,-0.23000000000000398,,,,0.060063346,0.0594980835,5.047899999999911e-05,0.0473888444187831,0.046411837108375376,0.003177102969794496,6.59697e-09,6.354525e-09,4.018e-10,,,,,,,,,
271,Fiji,FJI,2018,74.25,-0.8100000000000023,FJI,23.399999618530277,-1.7000007629394496,0.059583104,0.0594980835,-0.0004802419999999988,0.0475637845548587,0.046411837108375376,0.0001749401360756006,6.48078e-09,6.354525e-09,-1.161900000000002e-10,,,,,,,,,
272,Finland,FIN,2015,14.95,,FIN,24.5,,0.134969594,0.13248816175,,0.0513418691521535,0.050815610170927075,,6.02888e-09,5.995215000000001e-09,,1.31826,0.64169,0.23351,Western Europe,7.406,1.29025,0.88911,0.41372,2.61955
273,Finland,FIN,2016,14.89,-0.05999999999999872,,,,0.134880187,0.13248816175,-8.94069999999858e-05,0.0492296169275045,0.050815610170927075,-0.0021122522246490028,6.02451e-09,5.995215000000001e-09,-4.370000000000058e-12,1.13464,0.57104,0.25492,Western Europe,7.413,1.40598,0.81091,0.41004,2.82596
274,Finland,FIN,2017,14.82,-0.07000000000000028,,,,0.127270744,0.13248816175,-0.007609443000000021,0.0515551024895338,0.050815610170927075,0.0023254855620293002,5.54806e-09,5.995215000000001e-09,-4.764499999999999e-10,1.5402467250824,0.617950856685638,0.24548277258873,,7.4689998626709,1.44357192516327,0.80915766954422,0.38261154294014,2.4301815032959
275,Finland,FIN,2018,14.69,-0.13000000000000078,FIN,22.200000762939453,-2.299999237060547,0.132832122,0.13248816175,0.005561378000000006,0.0511358521145165,0.050815610170927075,-0.00041925037501729795,6.37941e-09,5.995215000000001e-09,8.3135e-10,,0.681,0.202,,7.632,1.305,0.874,0.393,
276,France,FRA,2015,13.17,,FRA,33.70000076293945,,0.170739693,0.16444100125,,0.0517627599050295,0.0525900999142583,,1.38453e-08,1.3285174999999999e-08,,1.26038,0.55011,0.12332,Western Europe,6.575,1.27778,0.94579,0.20646,2.21126
277,France,FRA,2016,12.79,-0.3800000000000008,,,,0.16902954,0.16444100125,-0.001710152999999992,0.0505022431716285,0.0525900999142583,-0.0012605167334010028,1.36413e-08,1.3285174999999999e-08,-2.0400000000000136e-10,1.00508,0.46562,0.1216,Western Europe,6.478,1.39488,0.83795,0.17808,2.4744
278,France,FRA,2017,12.8,0.010000000000001563,,,,0.163275419,0.16444100125,-0.005754121000000001,0.053372021227805,0.0525900999142583,0.0028697780561765043,1.30896e-08,1.3285174999999999e-08,-5.516999999999992e-10,1.38777685165405,0.470222115516663,0.129762306809425,,6.44199991226196,1.43092346191406,0.844465851783752,0.172502428293228,2.00595474243164
279,France,FRA,2018,12.74,-0.0600000000000005,FRA,33.599998474121094,-0.10000228881835938,0.154719353,0.16444100125,-0.008556066000000001,0.0547233753525702,0.0525900999142583,0.0013513541247651972,1.25645e-08,1.3285174999999999e-08,-5.251000000000002e-10,,0.52,0.098,,6.489,1.293,0.908,0.176,
280,G20,,2015,55.24,,,,,,,,,,,,,,,,,,,,,,
281,G20,,2016,54.18,-1.0600000000000023,,,,,,,,,,,,,,,,,,,,,
282,G20,,2017,53.14,-1.0399999999999991,,,,,,,,,,,,,,,,,,,,,
283,G20,,2018,52.86,-0.28000000000000114,,,,,,,,,,,,,,,,,,,,,
284,Gabon,GAB,2015,39.04,,,,,0.196083147,0.19544441275,,0.0422503113617577,0.04247388638763393,,2.13131e-08,2.1508675e-08,,0.90528,0.31914,0.06822,Sub-Saharan Africa,3.896,1.06024,0.43372,0.11091,0.99895
285,Gabon,GAB,2016,38.46,-0.5799999999999983,,,,0.200163284,0.19544441275,0.004080136999999984,0.0432921539232596,0.04247388638763393,0.0010418425615019017,2.29136e-08,2.1508675e-08,1.6005000000000017e-09,0.72368,0.28098,0.06244,Sub-Saharan Africa,4.121,1.15851,0.3494,0.09314,1.45332
286,Gabon,GAB,2017,38.03,-0.4299999999999997,,,,0.192538356,0.19544441275,-0.007624928000000003,0.0423519246946182,0.04247388638763393,-0.0009402292286413982,2.05036e-08,2.1508675e-08,-2.4099999999999997e-09,1.1556202173233,0.312328577041626,0.0437853783369064,,4.46500015258789,1.1982102394104,0.356578588485718,0.0760467872023582,1.32291626930237
287,Gabon,GAB,2018,37.55,-0.480000000000004,,,,0.192992864,0.19544441275,0.00045450799999999236,0.0420011555709002,0.04247388638763393,-0.0003507691237180019,2.13044e-08,2.1508675e-08,8.007999999999975e-10,,0.356,0.032,,4.758,1.036,0.404,0.052,
288,Gambia,GMB,2015,47.01,,GMB,13.300000190734863,,0.170069339,0.17330827999999998,,0.0531792528193046,0.05352237961808605,,5.93393e-08,5.7697025e-08,,,,,,,,,,
289,Gambia,GMB,2016,47.99,0.980000000000004,,,,0.179373192,0.17330827999999998,0.009303852999999973,0.0532271366297246,0.05352237961808605,4.7883810420000505e-05,5.34239e-08,5.7697025e-08,-5.9154000000000054e-09,,,,,,,,,
290,Gambia,GMB,2017,49.32,1.3299999999999983,,,,0.172915037,0.17330827999999998,-0.006458154999999993,0.0537128762711384,0.05352237961808605,0.00048573964141380294,6.13486e-08,5.7697025e-08,7.924699999999997e-09,,,,,,,,,
291,Gambia,GMB,2018,48.89,-0.4299999999999997,GMB,11.600000381469728,-1.699999809265135,0.17087555199999999,0.17330827999999998,-0.0020394850000000075,0.0539702527521766,0.05352237961808605,0.000257376481038199,5.66763e-08,5.7697025e-08,-4.6722999999999935e-09,,,,,,,,,
292,Georgia,GEO,2015,19.37,,GEO,32.0,,0.139976238,0.13659206525,,0.0527901047310582,0.05321010116700023,,1.25906e-08,1.2096874999999999e-08,,0.38562,0.40577,0.05547,Central and Eastern Europe,4.297,0.7419,0.72926,0.38331,1.59541
293,Georgia,GEO,2016,19.69,0.3200000000000003,,,,0.135333343,0.13659206525,-0.004642895000000008,0.0526827504194409,0.05321010116700023,-0.00010735431161729841,1.13602e-08,1.2096874999999999e-08,-1.2304000000000002e-09,0.19249,0.32461,0.06786,Central and Eastern Europe,4.252,0.83792,0.64035,0.3188,1.87031
294,Georgia,GEO,2017,19.63,-0.060000000000002274,,,,0.137910618,0.13659206525,0.0025772750000000177,0.0533637073130919,0.05321010116700023,0.0006809568936510038,1.2191e-08,1.2096874999999999e-08,8.308000000000001e-10,0.57061493396759,0.309410035610199,0.0540088154375553,,4.28599977493286,0.950612664222717,0.649546980857849,0.251666635274887,1.50013780593872
295,Georgia,GEO,2018,19.52,-0.10999999999999943,GEO,31.700000762939453,-0.2999992370605469,0.133148062,0.13659206525,-0.004762556000000001,0.0540038422044099,0.05321010116700023,0.0006401348913179991,1.22457e-08,1.2096874999999999e-08,5.469999999999982e-11,,0.375,0.038,,4.34,0.853,0.643,0.215,
296,Germany,DEU,2015,21.76,,DEU,24.899999618530277,,0.173439511,0.1663804675,,0.0506210257887703,0.05122196196206893,,1.30673e-08,1.2729275e-08,,1.29937,0.61477,0.28214,Western Europe,6.75,1.32792,0.89186,0.21843,2.11569
297,Germany,DEU,2016,21.68,-0.08000000000000185,,,,0.168054481,0.1663804675,-0.005385029999999985,0.049122760099296,0.05122196196206893,-0.0014982656894742957,1.29703e-08,1.2729275e-08,-9.70000000000008e-11,1.09774,0.53466,0.30452,Western Europe,6.994,1.44787,0.81487,0.28551,2.50931
298,Germany,DEU,2017,21.22,-0.46000000000000085,,,,0.165644612,0.1663804675,-0.002409869000000009,0.0516912038341664,0.05122196196206893,0.0025684437348703973,1.27083e-08,1.2729275e-08,-2.619999999999993e-10,1.47252035140991,0.562511384487152,0.336269170045853,,6.95100021362305,1.48792338371277,0.798950731754303,0.276731938123703,2.01576995849609
299,Germany,DEU,2018,20.97,-0.25,DEU,22.5,-2.399999618530277,0.158383266,0.1663804675,-0.007261346000000002,0.053452858126043,0.05122196196206893,0.0017616542918766007,1.21712e-08,1.2729275e-08,-5.371000000000006e-10,,0.586,0.273,,6.965,1.34,0.861,0.28,
300,Ghana,GHA,2015,45.55,,GHA,4.199999809265137,,0.256247363,0.25887372075,,0.0482235082240118,0.0480597284436414,,4.86543e-08,4.4864425000000004e-08,,0.67954,0.42342,0.23087,Sub-Saharan Africa,4.633,0.54558,0.40132,0.04355,2.30919
301,Ghana,GHA,2016,44.78,-0.769999999999996,,,,0.269744366,0.25887372075,0.013497003000000007,0.0471276218378813,0.0480597284436414,-0.0010958863861304999,4.70186e-08,4.4864425000000004e-08,-1.6357000000000058e-09,0.49353,0.40973,0.21203,Sub-Saharan Africa,4.276,0.63107,0.29681,0.0326,2.2002
302,Ghana,GHA,2017,44.07,-0.7100000000000009,,,,0.261195083,0.25887372075,-0.008549283000000019,0.0481461320765328,0.0480597284436414,0.0010185102386515016,4.29581e-08,4.4864425000000004e-08,-4.0604999999999985e-09,0.873664736747742,0.423026293516159,0.256923943758011,,4.11999988555908,0.667224824428558,0.295637726783752,0.0253363698720932,1.57786750793457
303,Ghana,GHA,2018,42.93,-1.1400000000000006,GHA,3.5999999046325684,-0.5999999046325684,0.248308071,0.25887372075,-0.012887012000000003,0.0487416516361397,0.0480597284436414,0.0005955195596068982,4.08267e-08,4.4864425000000004e-08,-2.131399999999996e-09,,0.499,0.212,,4.657,0.592,0.337,0.029,
304,Greece,GRC,2015,20.58,,GRC,37.900001525878906,,0.157897737,0.1512151705,,0.0588255134510091,0.05991020958217627,,1.25972e-08,1.2586000000000001e-08,,0.92933,0.07699,0.0,Western Europe,4.857,1.15406,0.88213,0.01397,1.80101
305,Greece,GRC,2016,19.81,-0.7699999999999996,,,,0.154383684,0.1512151705,-0.003514053000000017,0.0586596323733088,0.05991020958217627,-0.0001658810777003042,1.25538e-08,1.2586000000000001e-08,-4.339999999999925e-11,0.75473,0.05822,0.0,Western Europe,5.033,1.24886,0.80029,0.04127,2.12944
306,Greece,GRC,2017,19.8,-0.00999999999999801,,,,0.148833474,0.1512151705,-0.00555021,0.0610907631197503,0.05991020958217627,0.0024311307464415025,1.1897e-08,1.2586000000000001e-08,-6.567999999999996e-10,1.23941457271576,0.0957312509417534,0.0,,5.22700023651123,1.28948748111725,0.810198903083801,0.04328977689147,1.74922156333923
307,Greece,GRC,2018,20.23,0.4299999999999997,GRC,34.5,-3.4000015258789062,0.143745787,0.1512151705,-0.00508768699999998,0.0610649293846369,0.05991020958217627,-2.583373511339665e-05,1.3296e-08,1.2586000000000001e-08,1.3989999999999998e-09,,0.131,0.0,,5.358,1.154,0.879,0.044,
308,Greenland,GRL,2015,59.29,,,,,0.10494048,0.10259683950000001,,0.0533320968821071,0.052988717430032195,,2.56676e-09,2.5197975e-09,,,,,,,,,,
309,Greenland,GRL,2016,58.5,-0.7899999999999991,,,,0.101923567,0.10259683950000001,-0.003016912999999996,0.0526259692958355,0.052988717430032195,-0.0007061275862716015,2.0959e-09,2.5197975e-09,-4.708599999999998e-10,,,,,,,,,
310,Greenland,GRL,2017,57.8,-0.7000000000000028,,,,0.101324271,0.10259683950000001,-0.000599296000000013,0.0528136608800564,0.052988717430032195,0.00018769158422090454,2.64683e-09,2.5197975e-09,5.509299999999999e-10,,,,,,,,,
311,Greenland,GRL,2018,57.05,-0.75,,,,0.10219904,0.10259683950000001,0.0008747690000000113,0.0531831426621298,0.052988717430032195,0.000369481782073397,2.7697e-09,2.5197975e-09,1.2287e-10,,,,,,,,,
312,Grenada,GRD,2015,19.19,,,,,0.08021799,0.0784685905,,0.0531325063481033,0.053827794536380646,,2.07782e-08,1.83933e-08,,,,,,,,,,
313,Grenada,GRD,2016,19.89,0.6999999999999993,,,,0.078645719,0.0784685905,-0.001572271,0.0521588608465644,0.053827794536380646,-0.0009736455015388959,1.61905e-08,1.83933e-08,-4.5877000000000014e-09,,,,,,,,,
314,Grenada,GRD,2017,18.88,-1.0100000000000016,,,,0.078680169,0.0784685905,3.444999999999143e-05,0.053813109152983,0.053827794536380646,0.0016542483064185959,1.8703e-08,1.83933e-08,2.5125e-09,,,,,,,,,
315,Grenada,GRD,2018,19.17,0.2900000000000027,,,,0.076330484,0.0784685905,-0.0023496849999999903,0.0562067017978719,0.053827794536380646,0.002393592644888899,1.79015e-08,1.83933e-08,-8.014999999999989e-10,,,,,,,,,
316,Guam,GUM,2015,28.43,,,,,,,,,,,,,,,,,,,,,,
317,Guam,GUM,2016,27.78,-0.6499999999999986,,,,,,,,,,,,,,,,,,,,,
318,Guam,GUM,2017,28.12,0.33999999999999986,,,,,,,,,,,,,,,,,,,,,
319,Guam,GUM,2018,28.15,0.029999999999997584,,,,,,,,,,,,,,,,,,,,,
320,Guatemala,GTM,2015,27.52,,GTM,11.600000381469728,,0.234451855,0.23733330074999998,,0.0455428090925553,0.046371442737308574,,2.6646e-08,2.6463475e-08,,1.04356,0.57733,0.27489,Latin America and Caribbean,6.123,0.74553,0.64425,0.09472,2.74255
321,Guatemala,GTM,2016,27.67,0.15000000000000213,,,,0.24557089,0.23733330074999998,0.011119035,0.0458404884460739,0.046371442737308574,0.0002976793535185984,2.74478e-08,2.6463475e-08,8.018000000000019e-10,0.87119,0.50379,0.28808,Latin America and Caribbean,6.324,0.83454,0.54039,0.08701,3.19863
322,Guatemala,GTM,2017,27.43,-0.240000000000002,,,,0.24179051,0.23733330074999998,-0.00378038,0.0466852138987473,0.046371442737308574,0.0008447254526734033,2.66797e-08,2.6463475e-08,-7.681000000000028e-10,1.25558519363403,0.531310617923737,0.283488392829895,,6.4539999961853,0.872001945972443,0.540239989757538,0.0772232785820961,2.89389109611511
323,Guatemala,GTM,2018,27.17,-0.259999999999998,GTM,11.0,-0.6000003814697283,0.227519948,0.23733330074999998,-0.014270561999999987,0.0474172595118578,0.046371442737308574,0.0007320456131105005,2.50804e-08,2.6463475e-08,-1.5992999999999996e-09,,0.604,0.179,,6.382,0.781,0.608,0.071,
324,Guinea,GIN,2015,57.19,,,,,0.322238682,0.31262705025,,0.0501019056993285,0.050259672176092625,,5.37354e-08,5.0727924999999995e-08,,0.46475,0.37725,0.28657,Sub-Saharan Africa,3.656,0.17417,0.24009,0.12139,1.99172
325,Guinea,GIN,2016,56.25,-0.9399999999999977,,,,0.360580917,0.31262705025,0.038342235,0.0509680835925085,0.050259672176092625,0.0008661778931799979,5.38373e-08,5.0727924999999995e-08,1.0189999999999776e-10,0.3109,0.30953,0.29914,Sub-Saharan Africa,3.607,0.22415,0.18829,0.1192,2.15604
326,Guinea,GIN,2017,55.22,-1.0300000000000011,,,,0.30219203,0.31262705025,-0.058388887,0.0499460612473946,0.050259672176092625,-0.0010220223451139002,4.96531e-08,5.0727924999999995e-08,-4.184199999999997e-09,0.791244685649872,0.348587512969971,0.264815092086792,,3.50699996948242,0.244549930095673,0.194129139184952,0.110937617719173,1.55231189727783
327,Guinea,GIN,2018,54.41,-0.8100000000000023,,,,0.265496572,0.31262705025,-0.036695458000000014,0.0500226381651389,0.050259672176092625,7.657691774429903e-05,4.56859e-08,5.0727924999999995e-08,-3.967200000000003e-09,,0.394,0.185,,3.964,0.344,0.211,0.094,
328,Guinea-Bissau,GNB,2015,63.13,,GNB,10.699999809265137,,0.193308927,0.19089818875,,0.0519591948864227,0.0525131822480435,,5.06198e-08,4.87085e-08,,,,,,,,,,
329,Guinea-Bissau,GNB,2016,62.34,-0.7899999999999991,,,,0.207493761,0.19089818875,0.014184834000000007,0.0528510605891164,0.0525131822480435,0.0008918657026937005,4.47883e-08,4.87085e-08,-5.831500000000002e-09,,,,,,,,,
330,Guinea-Bissau,GNB,2017,61.4,-0.9400000000000048,,,,0.178579965,0.19089818875,-0.02891379599999999,0.052591025355126,0.0525131822480435,-0.0002600352339904022,5.16383e-08,4.87085e-08,6.8499999999999985e-09,,,,,,,,,
331,Guinea-Bissau,GNB,2018,60.14,-1.259999999999998,GNB,9.300000190734863,-1.3999996185302734,0.184210102,0.19089818875,0.0056301369999999795,0.0526514481615089,0.0525131822480435,6.042280638290237e-05,4.77876e-08,4.87085e-08,-3.850699999999996e-09,,,,,,,,,
332,Guyana,GUY,2015,22.24,,GUY,15.100000381469728,,0.096102351,0.09207893525,,0.0462756698936509,0.045939998244327124,,1.94579e-08,1.735695e-08,,,,,,,,,,
333,Guyana,GUY,2016,22.03,-0.2099999999999973,,,,0.093660431,0.09207893525,-0.00244192,0.0440769468908599,0.045939998244327124,-0.002198723002791003,1.64451e-08,1.735695e-08,-3.0127999999999977e-09,,,,,,,,,
334,Guyana,GUY,2017,21.95,-0.08000000000000185,,,,0.09011003,0.09207893525,-0.0035504010000000086,0.0442714459667155,0.045939998244327124,0.00019449907585560033,1.68436e-08,1.735695e-08,3.9849999999999857e-10,,,,,,,,,
335,Guyana,GUY,2018,21.76,-0.18999999999999773,GUY,12.600000381469728,-2.5,0.088442929,0.09207893525,-0.0016671009999999903,0.0491359302260822,0.045939998244327124,0.004864484259366704,1.66812e-08,1.735695e-08,-1.6240000000000018e-10,,,,,,,,,
336,Haiti,HTI,2015,57.91,,HTI,8.600000381469727,,0.159926515,0.15684370274999998,,0.0572665052603075,0.0576757079494521,,2.14576e-08,2.07262e-08,,0.74302,0.24425,0.46187,Latin America and Caribbean,4.518,0.26673,0.38847,0.17175,2.24173
337,Haiti,HTI,2016,56.93,-0.9799999999999969,,,,0.162782088,0.15684370274999998,0.002855573,0.0565681124248186,0.0576757079494521,-0.0006983928354888994,1.98061e-08,2.07262e-08,-1.6515e-09,0.29561,0.12072,0.47958,Latin America and Caribbean,4.028,0.34097,0.27494,0.14476,2.37116
338,Haiti,HTI,2017,56.01,-0.9200000000000017,,,,0.155015026,0.15684370274999998,-0.007767061999999991,0.0580351740087871,0.0576757079494521,0.0014670615839684972,2.04489e-08,2.07262e-08,6.428000000000003e-10,0.640449821949005,0.0303698573261499,0.489203780889511,,3.6029999256134,0.368610262870789,0.277321130037308,0.0998721495270729,1.69716763496399
339,Haiti,HTI,2018,55.27,-0.7399999999999949,HTI,7.900000095367432,-0.7000002861022949,0.149651182,0.15684370274999998,-0.0053638440000000065,0.0588330401038952,0.0576757079494521,0.0007978660951081032,2.11922e-08,2.07262e-08,7.432999999999985e-10,,0.025,0.392,,3.582,0.315,0.289,0.104,
340,Honduras,HND,2015,74.35,,,,,0.151816215,0.155693025,,0.0430535288247546,0.04413213053410023,,1.96097e-08,1.9180425e-08,,0.95348,0.40148,0.23027,Latin America and Caribbean,4.788,0.59532,0.6951,0.06825,1.84408
341,Honduras,HND,2016,72.97,-1.3799999999999955,,,,0.166066492,0.155693025,0.014250277000000006,0.0439972046615232,0.04413213053410023,0.0009436758367686038,2.00541e-08,1.9180425e-08,4.444000000000023e-10,0.75596,0.26755,0.2044,Latin America and Caribbean,4.871,0.69429,0.58383,0.06906,2.29551
342,Honduras,HND,2017,71.36,-1.6099999999999994,,,,0.152719862,0.155693025,-0.013346629999999998,0.0443581420564372,0.04413213053410023,0.000360937394913996,1.72446e-08,1.9180425e-08,-2.8094999999999994e-09,1.14394497871399,0.348079860210419,0.236188873648643,,5.18100023269653,0.730573117733002,0.582569479942322,0.0733454525470734,2.06581115722656
343,Honduras,HND,2018,69.91,-1.4500000000000028,,,,0.152169531,0.155693025,-0.000550331000000015,0.0451196465936859,0.04413213053410023,0.0007615045372487,1.98133e-08,1.9180425e-08,2.5686999999999984e-09,,0.459,0.197,,5.504,0.62,0.622,0.074,
344,Hungary,HUN,2015,31.73,,HUN,33.20000076293945,,0.183288443,0.1730127975,,0.0498921306759161,0.051090672531285276,,1.45443e-08,1.3955425e-08,,1.20215,0.32112,0.128,Central and Eastern Europe,4.8,1.12094,0.75905,0.02758,1.24074
345,Hungary,HUN,2016,31.02,-0.7100000000000009,,,,0.172759763,0.1730127975,-0.010528679999999985,0.0495995010989671,0.051090672531285276,-0.0002926295769489981,1.36139e-08,1.3955425e-08,-9.304000000000008e-10,0.93164,0.1977,0.099,Central and Eastern Europe,5.145,1.24142,0.67608,0.04472,1.95473
