,country,Code_x,year,mortality,increase_mort,Code_y,smoke_prev,increse_smoke,CO,CO_mean,uplift_CO,O3,O3_mean,uplift_O3,PM,PM_mean,uplift_PM,Family,Freedom,Generosity,Region,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Dystopia Residual
346,Hungary,HUN,2017,31.34,0.3200000000000003,,,,0.17075979,0.1730127975,-0.001999973000000016,0.0525726726253997,0.051090672531285276,0.0029731715264325956,1.34631e-08,1.3955425e-08,-1.5079999999999993e-10,1.34313309192657,0.175863519310951,0.0784016624093056,,5.32399988174438,1.2860119342804,0.687763452529907,0.0366369374096394,1.71645927429199
347,Hungary,HUN,2018,30.93,-0.41000000000000014,HUN,32.20000076293945,-1.0,0.165243194,0.1730127975,-0.005516595999999985,0.0522983857248582,0.051090672531285276,-0.00027428690054150107,1.42004e-08,1.3955425e-08,7.372999999999999e-10,,0.259,0.061,,5.62,1.171,0.732,0.022,
348,Iceland,ISL,2015,17.62,,ISL,15.199999809265137,,0.111020378,0.108355663,,0.0568632373543256,0.05619542816546383,,6.00559e-09,5.329965e-09,,1.40223,0.62877,0.4363,Western Europe,7.561,1.30232,0.94784,0.14145,2.70201
349,Iceland,ISL,2016,17.69,0.07000000000000028,,,,0.109311954,0.108355663,-0.001708424,0.0529830717104938,0.05619542816546383,-0.0038801656438317983,4.98872e-09,5.329965e-09,-1.01687e-09,1.18326,0.56624,0.47678,Western Europe,7.501,1.42666,0.86733,0.14975,2.83137
350,Iceland,ISL,2017,17.95,0.259999999999998,,,,0.106191513,0.108355663,-0.0031204410000000016,0.0567154044970367,0.05619542816546383,0.003732332786542898,4.91724e-09,5.329965e-09,-7.148000000000025e-11,1.6105740070343,0.627162635326385,0.475540220737457,,7.50400018692017,1.480633020401,0.833552122116089,0.153526559472084,2.32271528244019
351,Iceland,ISL,2018,17.98,0.030000000000001137,ISL,12.600000381469728,-2.5999994277954084,0.106898807,0.108355663,0.0007072939999999972,0.0582199990999992,0.05619542816546383,0.0015045946029624974,5.40831e-09,5.329965e-09,4.9107e-10,,0.677,0.353,,7.495,1.343,0.914,0.138,
352,India,IND,2015,134.68,,IND,32.20000076293945,,0.728253346,0.742584678,,0.0592517310590248,0.059445684101449174,,9.48405e-08,9.6997675e-08,,0.38174,0.39786,0.26475,Southern Asia,4.565,0.64499,0.51529,0.08492,2.27513
353,India,IND,2016,129.23,-5.450000000000017,,,,0.752006656,0.742584678,0.023753310000000027,0.0591232860740962,0.059445684101449174,-0.00012844498492860235,9.67043e-08,9.6997675e-08,1.8638000000000117e-09,0.29247,0.40285,0.25028,Southern Asia,4.404,0.74036,0.45091,0.08722,2.18032
354,India,IND,2017,126.84,-2.3899999999999864,,,,0.731298566,0.742584678,-0.020708090000000068,0.0593719765564365,0.059445684101449174,0.00024869048234030244,9.54939e-08,9.6997675e-08,-1.210400000000004e-09,0.754372596740723,0.469987004995346,0.231538489460945,,4.31500005722046,0.792221248149872,0.455427616834641,0.0922268852591515,1.5191171169281
355,India,IND,2018,127.8,0.9599999999999937,IND,28.100000381469727,-4.100000381469727,0.758780144,0.742584678,0.027481578000000062,0.0600357427162392,0.059445684101449174,0.000663766159802702,1.00952e-07,9.6997675e-08,5.4581000000000004e-09,,0.539,0.172,,4.19,0.721,0.485,0.093,
356,Indonesia,IDN,2015,65.95,,IDN,36.70000076293945,,0.539500923,0.35774243499999997,,0.0554953917138956,0.0534676097814284,,5.04902e-08,4.1592675e-08,,1.08708,0.46611,0.51535,Southeastern Asia,5.399,0.82827,0.63793,0.0,1.86399
357,Indonesia,IDN,2016,64.99,-0.960000000000008,,,,0.358063411,0.35774243499999997,-0.18143751199999997,0.0499816206615461,0.0534676097814284,-0.0055137710523495,4.50336e-08,4.1592675e-08,-5.456599999999999e-09,0.87625,0.39237,0.56521,Southeastern Asia,5.314,0.95104,0.49374,0.00322,2.03171
358,Indonesia,IDN,2017,64.01,-0.9799999999999898,,,,0.267174286,0.35774243499999997,-0.09088912500000002,0.0532333470916976,0.0534676097814284,0.003251726430151501,3.55549e-08,4.1592675e-08,-9.478700000000005e-09,1.27444469928741,0.443323463201523,0.611704587936401,,5.26200008392334,0.995538592338562,0.492345720529556,0.0153171354904771,1.42947697639465
359,Indonesia,IDN,2018,62.98,-1.0300000000000082,IDN,37.20000076293945,0.5,0.26623112,0.35774243499999997,-0.0009431659999999953,0.0551600796585743,0.0534676097814284,0.0019267325668766988,3.5292e-08,4.1592675e-08,-2.6289999999999503e-10,,0.538,0.484,,5.093,0.899,0.522,0.018,
360,Iran,IRN,2015,28.57,,IRN,15.300000190734863,,0.337550217,0.36128759275,,0.0587625409508823,0.061325730327272523,,3.75914e-08,4.0419425e-08,,0.54447,0.30033,0.38086,Middle East and Northern Africa,4.686,1.0088,0.69805,0.05863,1.6944
361,Iran,IRN,2016,28.24,-0.33000000000000185,,,,0.345097261,0.36128759275,0.007547044000000003,0.0581927173178753,0.061325730327272523,-0.0005698236330069981,3.70433e-08,4.0419425e-08,-5.480999999999981e-10,0.38857,0.22544,0.38538,Middle East and Northern Africa,4.813,1.11758,0.64232,0.0557,1.99817
362,Iran,IRN,2017,27.93,-0.3099999999999987,,,,0.387706335,0.36128759275,0.042609074000000025,0.0644966999938425,0.061325730327272523,0.0063039826759671985,4.05425e-08,4.0419425e-08,3.4992000000000013e-09,0.711551249027252,0.249322608113289,0.387242913246155,,4.69199991226196,1.15687310695648,0.639333188533783,0.048761073499918,1.49873495101929
363,Iran,IRN,2018,27.27,-0.6600000000000001,IRN,14.0,-1.3000001907348633,0.374796558,0.36128759275,-0.012909777000000011,0.06385096304649,0.061325730327272523,-0.000645736947352496,4.65005e-08,4.0419425e-08,5.9579999999999995e-09,,0.459,0.282,,4.707,1.059,0.691,0.129,
364,Iraq,IRQ,2015,17.17,,IRQ,19.100000381469727,,0.295373575,0.3008384495,,0.0601368869866219,0.0610912398599373,,5.92249e-08,5.9402475e-08,,0.81889,0.0,0.17922,Middle East and Northern Africa,4.677,0.98549,0.60237,0.13788,1.95335
365,Iraq,IRQ,2016,16.88,-0.2900000000000027,,,,0.301937151,0.3008384495,0.006563576000000015,0.0587887700274448,0.0610912398599373,-0.0013481169591771022,5.70363e-08,5.9402475e-08,-2.188599999999999e-09,0.59205,0.24856,0.19589,Middle East and Northern Africa,4.575,1.07474,0.51076,0.13636,1.81657
366,Iraq,IRQ,2017,16.66,-0.21999999999999886,,,,0.308487067,0.3008384495,0.006549915999999989,0.0627181691144026,0.0610912398599373,0.003929399086957802,5.84347e-08,5.9402475e-08,1.3983999999999988e-09,0.978613197803497,0.288555532693863,0.19963726401329,,4.49700021743774,1.10271048545837,0.501180469989777,0.107215754687786,1.31890726089478
367,Iraq,IRQ,2018,16.9,0.23999999999999844,IRQ,18.799999237060547,-0.3000011444091797,0.297556005,0.3008384495,-0.010931061999999991,0.0627211333112799,0.0610912398599373,2.964196877300318e-06,6.2914e-08,5.9402475e-08,4.479300000000006e-09,,0.304,0.148,,4.456,1.01,0.536,0.095,
368,Ireland,IRL,2015,33.78,,IRL,23.799999237060547,,0.118361892,0.1150572645,,0.0602285709932345,0.05991031378272803,,9.17615e-09,7.96144e-09,,1.36948,0.61777,0.45901,Western Europe,6.94,1.33596,0.89533,0.28703,1.9757
369,Ireland,IRL,2016,33.15,-0.6300000000000026,,,,0.116604462,0.1150572645,-0.0017574299999999904,0.0578937430817257,0.05991031378272803,-0.0023348279115087966,7.59825e-09,7.96144e-09,-1.5779000000000005e-09,1.16157,0.54008,0.44963,Western Europe,6.907,1.48341,0.81455,0.29754,2.15988
370,Ireland,IRL,2017,32.9,-0.25,,,,0.111213607,0.1150572645,-0.005390855,0.0606684596739454,0.05991031378272803,0.0027747165922197004,7.28903e-09,7.96144e-09,-3.092200000000003e-10,1.55823111534119,0.573110342025757,0.42785832285881,,6.97700023651123,1.53570663928986,0.80978262424469,0.29838815331459,1.77386903762817
371,Ireland,IRL,2018,32.66,-0.240000000000002,IRL,21.399999618530277,-2.39999961853027,0.114049097,0.1150572645,0.002835489999999996,0.0608504813820065,0.05991031378272803,0.0001820217080611003,7.78233e-09,7.96144e-09,4.933000000000012e-10,,0.614,0.307,,6.977,1.448,0.876,0.306,
372,Israel,ISR,2015,16.67,,ISR,23.399999618530277,,0.379885597,0.371128268,,0.0535304371042065,0.056173496096231276,,5.22387e-08,4.978895e-08,,1.22393,0.41319,0.33172,Middle East and Northern Africa,7.278,1.22857,0.91387,0.07785,3.08854
373,Israel,ISR,2016,16.21,-0.46000000000000085,,,,0.391175853,0.371128268,0.011290255999999999,0.0528103635644446,0.056173496096231276,-0.0007200735397618965,5.08271e-08,4.978895e-08,-1.4115999999999979e-09,0.99537,0.36432,0.32288,Middle East and Northern Africa,7.267,1.33766,0.84917,0.08728,3.31029
374,Israel,ISR,2017,16.11,-0.10000000000000142,,,,0.350436151,0.371128268,-0.040739702000000044,0.0591793799474512,0.056173496096231276,0.006369016383006597,4.57497e-08,4.978895e-08,-5.0774000000000015e-09,1.37628996372223,0.405988603830338,0.330082654953003,,7.21299982070923,1.37538242340088,0.83840399980545,0.0852421000599861,2.80175733566284
375,Israel,ISR,2018,16.22,0.10999999999999943,ISR,21.600000381469727,-1.7999992370605504,0.363015471,0.371128268,0.012579320000000005,0.0591738037688228,0.056173496096231276,-5.576178628396988e-06,5.03403e-08,4.978895e-08,4.590600000000003e-09,,0.533,0.354,,6.814,1.301,0.883,0.272,
376,Italy,ITA,2015,17.24,,ITA,23.799999237060547,,0.226055117,0.20637370049999998,,0.0540387991554202,0.055938422577660254,,1.78091e-08,1.67982e-08,,1.19777,0.26236,0.22823,Western Europe,5.948,1.25114,0.95446,0.02901,2.02518
377,Italy,ITA,2016,16.87,-0.36999999999999744,,,,0.208862114,0.20637370049999998,-0.017193003000000012,0.0543157752810585,0.055938422577660254,0.0002769761256382966,1.71299e-08,1.67982e-08,-6.791999999999999e-10,1.04167,0.18827,0.16684,Western Europe,5.977,1.35495,0.85102,0.02556,2.34918
378,Italy,ITA,2017,16.71,-0.16000000000000014,,,,0.207854447,0.20637370049999998,-0.0010076669999999899,0.0580756047604338,0.055938422577660254,0.0037598294793753026,1.57795e-08,1.67982e-08,-1.3504000000000006e-09,1.44492328166962,0.256450712680817,0.17278964817524,,5.96400022506714,1.39506661891937,0.853144347667694,0.0280280914157629,1.81331205368042
379,Italy,ITA,2018,16.79,0.0799999999999983,ITA,23.299999237060547,-0.5,0.182723124,0.20637370049999998,-0.02513132300000001,0.0573235111137285,0.055938422577660254,-0.0007520936467053027,1.64743e-08,1.67982e-08,6.947999999999997e-10,,0.281,0.137,,6.0,1.264,0.946,0.028,
380,Jamaica,JAM,2015,20.92,,JAM,11.0,,0.135369669,0.13125159649999998,,0.0591815731852163,0.059490820698643476,,2.16413e-08,2.0461325e-08,,1.15102,0.50442,0.2123,Latin America and Caribbean,5.709,0.81038,0.68741,0.02299,2.32038
381,Jamaica,JAM,2016,20.78,-0.14000000000000057,,,,0.143688301,0.13125159649999998,0.008318631999999992,0.0592881256812414,0.059490820698643476,0.00010655249602509881,1.96076e-08,2.0461325e-08,-2.0337000000000005e-09,0.96372,0.43597,0.22245,Latin America and Caribbean,5.51,0.89333,0.59469,0.04294,2.35682
382,Jamaica,JAM,2017,20.73,-0.05000000000000071,,,,0.126768006,0.13125159649999998,-0.016920295000000002,0.0592502230070091,0.059490820698643476,-3.7902674232301314e-05,1.99728e-08,2.0461325e-08,3.6519999999999787e-10,1.36821806430817,0.474307239055634,0.233818337321281,,5.31099987030029,0.925579309463501,0.641022384166718,0.0552677810192108,1.61232566833496
383,Jamaica,JAM,2018,20.73,0.0,JAM,9.699999809265137,-1.3000001907348633,0.11918041,0.13125159649999998,-0.007587595999999988,0.0602433609211071,0.059490820698643476,0.0009931379140980037,2.06236e-08,2.0461325e-08,6.508000000000028e-10,,0.575,0.096,,5.89,0.819,0.693,0.031,
384,Japan,JPN,2015,11.72,,JPN,22.700000762939453,,0.190131306,0.1774540615,,0.0573568272194919,0.058852410660922276,,1.9807e-08,1.84662e-08,,1.25712,0.49615,0.10705,Eastern Asia,5.987,1.27074,0.99111,0.1806,1.68435
385,Japan,JPN,2016,11.63,-0.08999999999999986,,,,0.179912534,0.1774540615,-0.010218771999999987,0.0564209894732716,0.058852410660922276,-0.0009358377462203027,1.90109e-08,1.84662e-08,-7.961000000000014e-10,1.06054,0.46761,0.10224,Eastern Asia,5.921,1.38007,0.91491,0.18985,1.80584
386,Japan,JPN,2017,11.5,-0.13000000000000078,,,,0.171005087,0.1774540615,-0.008907447000000013,0.0610013223421156,0.058852410660922276,0.004580332868844003,1.78736e-08,1.84662e-08,-1.1372999999999985e-09,1.43633782863617,0.505625545978546,0.12057276815176,,5.92000007629395,1.41691517829895,0.913475871086121,0.163760736584663,1.36322355270386
387,Japan,JPN,2018,11.42,-0.08000000000000007,JPN,20.5,-2.200000762939453,0.168767319,0.1774540615,-0.002237768000000001,0.06063050360881,0.058852410660922276,-0.00037081873330560566,1.71733e-08,1.84662e-08,-7.002999999999993e-10,,0.553,0.079,,5.915,1.294,0.988,0.15,
388,Jordan,JOR,2015,17.75,,JOR,33.70000076293945,,0.293673082,0.29793127524999996,,0.0580694612771137,0.05847217978407685,,4.12149e-08,4.1044824999999995e-08,,1.05392,0.40661,0.11053,Middle East and Northern Africa,5.192,0.90198,0.69639,0.14293,1.87996
389,Jordan,JOR,2016,17.72,-0.030000000000001137,,,,0.293572874,0.29793127524999996,-0.00010020799999999053,0.0571369538967678,0.05847217978407685,-0.0009325073803458997,3.85614e-08,4.1044824999999995e-08,-2.653499999999998e-09,0.86216,0.36023,0.14262,Middle East and Northern Africa,5.303,0.99673,0.60712,0.13297,2.20142
390,Jordan,JOR,2017,17.54,-0.17999999999999972,,,,0.303358852,0.29793127524999996,0.009785978000000028,0.0597761091816978,0.05847217978407685,0.0026391552849299935,4.05512e-08,4.1044824999999995e-08,1.9898000000000024e-09,1.23908889293671,0.418421149253845,0.172170460224152,,5.33599996566772,0.991012394428253,0.604590058326721,0.11980327218771,1.79117655754089
391,Jordan,JOR,2018,17.77,0.23000000000000043,JOR,34.599998474121094,0.8999977111816406,0.301120293,0.29793127524999996,-0.002238559000000029,0.0589061947807281,0.05847217978407685,-0.0008699144009696944,4.38518e-08,4.1044824999999995e-08,3.300599999999996e-09,,0.468,0.13,,5.161,0.822,0.645,0.134,
392,Kazakhstan,KAZ,2015,65.83,,KAZ,25.399999618530277,,0.14131485,0.1385641275,,0.0547088604252348,0.054772762748061476,,1.54197e-08,1.5539525e-08,,1.12241,0.51649,0.11827,Central and Eastern Europe,5.855,1.12254,0.64368,0.08454,2.24729
393,Kazakhstan,KAZ,2016,71.26,5.430000000000007,,,,0.139386267,0.1385641275,-0.0019285829999999837,0.0531958781093739,0.054772762748061476,-0.001512982315860896,1.54455e-08,1.5539525e-08,2.5800000000002124e-11,0.95544,0.4052,0.15011,Central and Eastern Europe,5.919,1.22943,0.57386,0.11132,2.49325
394,Kazakhstan,KAZ,2017,81.81,10.549999999999997,,,,0.13761792,0.1385641275,-0.0017683470000000034,0.0559085485927537,0.054772762748061476,0.002712670483379802,1.56438e-08,1.5539525e-08,1.982999999999992e-10,1.38436901569366,0.437454283237457,0.201964423060417,,5.81899976730347,1.28455626964569,0.606041550636292,0.119282886385918,1.78489255905151
395,Kazakhstan,KAZ,2018,73.03,-8.780000000000001,KAZ,23.5,-1.899999618530277,0.135937473,0.1385641275,-0.0016804470000000016,0.0552777638648835,0.054772762748061476,-0.0006307847278702039,1.56491e-08,1.5539525e-08,5.2999999999987306e-12,,0.454,0.148,,5.79,1.143,0.631,0.121,
396,Kenya,KEN,2015,45.22,,KEN,12.800000190734863,,0.368307289,0.364440399,,0.0458868075677933,0.0458769893402892,,3.62926e-08,3.6249249999999996e-08,,0.99876,0.42215,0.37542,Sub-Saharan Africa,4.419,0.36471,0.41435,0.05839,1.78555
397,Kenya,KEN,2016,44.47,-0.75,,,,0.369556922,0.364440399,0.0012496330000000277,0.0460486827781837,0.0458769893402892,0.00016187521039039837,3.70916e-08,3.6249249999999996e-08,7.989999999999994e-10,0.7624,0.40576,0.41328,Sub-Saharan Africa,4.356,0.52267,0.30147,0.06686,1.88326
398,Kenya,KEN,2017,43.76,-0.7100000000000009,,,,0.351879059,0.364440399,-0.017677863000000016,0.0457902805134634,0.0458769893402892,-0.0002584022647202991,3.41883e-08,3.6249249999999996e-08,-2.9032999999999993e-09,1.06795072555542,0.452763766050339,0.444860309362411,,4.55299997329712,0.560479462146759,0.309988349676132,0.0646413192152977,1.6519021987915
399,Kenya,KEN,2018,43.34,-0.4199999999999946,KEN,11.5,-1.3000001907348633,0.368018326,0.364440399,0.016139267000000013,0.0457821865017164,0.0458769893402892,-8.094011746999363e-06,3.74245e-08,3.6249249999999996e-08,3.236200000000001e-09,,0.504,0.352,,4.41,0.493,0.454,0.055,
400,Kiribati,KIR,2015,150.59,,KIR,46.400001525878906,,0.056154076,0.0566949355,,0.0383179005720706,0.03960639085742395,,5.20932e-09,5.7810625e-09,,,,,,,,,,
401,Kiribati,KIR,2016,149.07,-1.5200000000000102,,,,0.061134701,0.0566949355,0.004980625000000002,0.0407678030289433,0.03960639085742395,0.0024499024568726963,6.23184e-09,5.7810625e-09,1.0225200000000003e-09,,,,,,,,,
402,Kiribati,KIR,2017,147.47,-1.5999999999999943,,,,0.056488775,0.0566949355,-0.004645926000000002,0.0397798030445732,0.03960639085742395,-0.0009879999843700957,5.97334e-09,5.7810625e-09,-2.585000000000003e-10,,,,,,,,,
403,Kiribati,KIR,2018,145.87,-1.5999999999999943,KIR,41.70000076293945,-4.700000762939453,0.05300219,0.0566949355,-0.0034865850000000004,0.0395600567841087,0.03960639085742395,-0.00021974626046450396,5.70975e-09,5.7810625e-09,-2.635899999999999e-10,,,,,,,,,
404,Kuwait,KWT,2015,11.77,,KWT,18.299999237060547,,0.30128038,0.314762436,,0.066084525806121,0.0696313360839957,,8.69663e-08,8.44766e-08,,1.16594,0.55499,0.16228,Middle East and Northern Africa,6.295,1.55422,0.72492,0.25609,1.87634
405,Kuwait,KWT,2016,11.86,0.08999999999999986,,,,0.308545586,0.314762436,0.0072652059999999685,0.064947323516486,0.0696313360839957,-0.0011372022896350004,8.05476e-08,8.44766e-08,-6.4186999999999965e-09,0.87758,0.43166,0.15965,Middle East and Northern Africa,6.239,1.61714,0.63569,0.23669,2.28085
406,Kuwait,KWT,2017,11.93,0.07000000000000028,,,,0.333855157,0.314762436,0.02530957100000003,0.074073663235526,0.0696313360839957,0.009126339719040005,8.44631e-08,8.44766e-08,3.915499999999993e-09,1.25969874858856,0.496337592601776,0.228289797902107,,6.10500001907349,1.63295245170593,0.632105708122253,0.215159550309181,1.64042520523071
407,Kuwait,KWT,2018,11.96,0.030000000000001137,KWT,17.899999618530273,-0.39999961853027344,0.315368621,0.314762436,-0.018486535999999998,0.0734198317778498,0.0696313360839957,-0.0006538314576761961,8.59294e-08,8.44766e-08,1.4662999999999977e-09,,0.554,0.167,,6.083,1.474,0.675,0.106,
408,Kyrgyzstan,KGZ,2015,43.44,,KGZ,28.399999618530277,,0.142934425,0.14276511149999999,,0.0575611387710007,0.05844551581239672,,1.57425e-08,1.574605e-08,,1.15115,0.43477,0.3003,Central and Eastern Europe,5.286,0.47428,0.65088,0.04232,2.2327
409,Kyrgyzstan,KGZ,2016,41.62,-1.8200000000000003,,,,0.141303288,0.14276511149999999,-0.0016311370000000047,0.0575187771508361,0.05844551581239672,-4.2361620164597935e-05,1.50324e-08,1.574605e-08,-7.100999999999999e-10,0.95434,0.40212,0.38432,Central and Eastern Europe,5.185,0.56044,0.55449,0.04762,2.28136
410,Kyrgyzstan,KGZ,2017,41.1,-0.519999999999996,,,,0.145009594,0.14276511149999999,0.0037063059999999926,0.0593744224137588,0.05844551581239672,0.0018556452629227005,1.53461e-08,1.574605e-08,3.1369999999999903e-10,1.39423859119415,0.454943388700485,0.42858037352562,,5.00400018692017,0.596220076084137,0.553457796573639,0.0394391790032387,1.53672313690186
411,Kyrgyzstan,KGZ,2018,40.8,-0.30000000000000426,KGZ,27.600000381469727,-0.7999992370605504,0.141813139,0.14276511149999999,-0.003196454999999987,0.0593277249139913,0.05844551581239672,-4.669749976750348e-05,1.68632e-08,1.574605e-08,1.5171000000000017e-09,,0.54,0.281,,5.131,0.53,0.594,0.035,
412,Laos,LAO,2015,79.73,,LAO,35.79999923706055,,0.479470121,0.462269096,,0.0504369685938264,0.051218974393941775,,4.27136e-08,4.1640674999999994e-08,,0.73803,0.59591,0.42192,Southeastern Asia,4.876,0.59066,0.54909,0.24249,1.73799
413,Laos,LAO,2016,78.42,-1.3100000000000023,,,,0.670066933,0.462269096,0.19059681199999995,0.0516075235586788,0.051218974393941775,0.0011705549648523966,6.13442e-08,4.1640674999999994e-08,1.8630599999999995e-08,0.5497,0.52168,0.43079,Southeastern Asia,4.876,0.68042,0.38291,0.22423,2.08637
414,Laos,LAO,2017,77.49,-0.9300000000000068,,,,0.360392302,0.462269096,-0.309674631,0.0515516551067543,0.051218974393941775,-5.586845192449841e-05,3.14976e-08,4.1640674999999994e-08,-2.9846599999999994e-08,,,,,,,,,
415,Laos,LAO,2018,77.0,-0.4899999999999949,LAO,32.5,-3.299999237060547,0.339147028,0.462269096,-0.02124527399999998,0.0512797503165076,0.051218974393941775,-0.0002719047902467048,3.10073e-08,4.1640674999999994e-08,-4.903000000000027e-10,,0.626,0.23,,4.623,0.72,0.441,0.174,
416,Latin America & Caribbean (WB),,2015,33.26,,,,,,,,,,,,,,,,,,,,,,
417,Latin America & Caribbean (WB),,2016,33.18,-0.0799999999999983,,,,,,,,,,,,,,,,,,,,,
418,Latin America & Caribbean (WB),,2017,32.86,-0.3200000000000003,,,,,,,,,,,,,,,,,,,,,
419,Latin America & Caribbean (WB),,2018,32.61,-0.25,,,,,,,,,,,,,,,,,,,,,
420,Latvia,LVA,2015,10.62,,LVA,38.5,,0.170281868,0.16453326000000001,,0.0532998234763364,0.05389355787711355,,1.26641e-08,1.19717e-08,,1.09562,0.29671,0.18226,Central and Eastern Europe,5.098,1.11312,0.72437,0.06332,1.62215
